BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
BROOKLYN,0,0,4269017
BROOKLYN,1,0,4268638
MANHATTAN,0,0,4268904
BRONX,0,0,4269271
QUEENS,0,0,4268844
MANHATTAN,0,0,4268644
BROOKLYN,1,0,4269014
MANHATTAN,0,0,4269652
MANHATTAN,0,0,4268663
QUEENS,0,0,4268565
QUEENS,1,0,4268981
QUEENS,1,0,4268845
QUEENS,0,0,4268818
MANHATTAN,0,0,4269577
QUEENS,0,0,4381462
MANHATTAN,0,0,4269128
MANHATTAN,1,0,4268963
QUEENS,0,0,4268850
MANHATTAN,1,0,4270444
BRONX,0,0,4269378
QUEENS,1,0,4269064
BROOKLYN,0,0,4279575
BROOKLYN,1,0,4269216
QUEENS,2,0,4268731
BRONX,0,0,4268870
BRONX,0,0,4269358
STATEN ISLAND,0,0,4269777
MANHATTAN,0,0,4269282
QUEENS,0,0,4269247
BROOKLYN,0,0,4268866
QUEENS,0,0,4268665
QUEENS,1,0,4269038
QUEENS,2,0,4268740
QUEENS,0,0,4272930
BROOKLYN,2,0,4268896
BRONX,0,0,4281627
QUEENS,0,0,4270291
MANHATTAN,0,0,4268677
MANHATTAN,1,0,4268878
BROOKLYN,2,0,4272831
MANHATTAN,0,0,4272553
QUEENS,0,0,4268628
BROOKLYN,1,0,4268959
QUEENS,0,0,4268637
QUEENS,0,0,4268745
QUEENS,0,0,4268567
QUEENS,0,0,4268597
MANHATTAN,0,0,4269346
QUEENS,5,0,4270308
BROOKLYN,0,0,4268977
BROOKLYN,0,0,4268724
QUEENS,0,0,4269060
BROOKLYN,1,0,4269016
QUEENS,0,0,4268613
BRONX,0,0,4268942
BROOKLYN,0,0,4268994
BRONX,0,0,4268757
BRONX,2,0,4269368
QUEENS,0,0,4269143
BROOKLYN,0,0,4268953
STATEN ISLAND,0,0,4268718
QUEENS,0,0,4269761
BRONX,0,0,4270875
BRONX,1,0,4268832
QUEENS,0,0,4269453
BROOKLYN,0,0,4291490
BROOKLYN,0,0,4275244
BRONX,0,0,4268936
BROOKLYN,0,0,4269261
STATEN ISLAND,2,0,4269352
BROOKLYN,0,0,4382004
QUEENS,0,0,4268911
MANHATTAN,0,0,4269899
BRONX,0,0,4269492
BRONX,0,0,4274095
BRONX,0,0,4270372
BROOKLYN,0,0,4271404
BROOKLYN,0,0,4268630
QUEENS,1,0,4268727
BROOKLYN,0,0,4269244
BROOKLYN,0,0,4269191
QUEENS,0,0,4268621
BROOKLYN,0,0,4268729
QUEENS,0,0,4269065
MANHATTAN,0,0,4269902
MANHATTAN,0,0,4269277
BROOKLYN,0,0,4268648
BRONX,1,0,4269370
BROOKLYN,0,0,4268968
BROOKLYN,0,0,4269563
BROOKLYN,1,0,4269249
BROOKLYN,0,0,4269021
BROOKLYN,2,0,4268874
BROOKLYN,0,0,4269322
BROOKLYN,2,0,4268989
QUEENS,0,0,4268980
BRONX,0,0,4269375
BROOKLYN,0,0,4269364
BROOKLYN,0,0,4269262
BROOKLYN,0,0,4269723
BRONX,0,0,4271253
BRONX,0,0,4269380
QUEENS,1,0,4268603
MANHATTAN,0,0,4268643
BROOKLYN,0,0,4271380
BROOKLYN,1,0,4268892
BROOKLYN,0,0,4268898
BROOKLYN,0,0,4269214
QUEENS,0,0,4269422
BROOKLYN,0,0,4270018
BRONX,0,0,4271265
BROOKLYN,1,0,4269326
MANHATTAN,0,0,4269120
BRONX,0,0,4268658
BROOKLYN,0,0,4268687
BRONX,0,0,4269080
BROOKLYN,0,0,4270216
BROOKLYN,1,0,4269015
BRONX,0,0,4270685
QUEENS,0,0,4269058
BRONX,0,0,4269379
BROOKLYN,1,0,4269250
QUEENS,0,0,4268979
QUEENS,0,0,4268742
BRONX,4,0,4269270
MANHATTAN,0,0,4269124
BRONX,1,0,4268837
MANHATTAN,0,0,4272937
BRONX,0,0,4268838
QUEENS,2,0,4268982
MANHATTAN,0,0,4269309
BROOKLYN,0,0,4269190
BROOKLYN,0,0,4271986
QUEENS,0,0,4269227
BROOKLYN,0,0,4269020
STATEN ISLAND,1,1,4269925
QUEENS,0,0,4268694
BROOKLYN,0,0,4269037
BROOKLYN,4,0,4270711
QUEENS,0,0,4268720
QUEENS,0,0,4268619
STATEN ISLAND,0,0,4268721
STATEN ISLAND,0,0,4269765
QUEENS,2,0,4268919
BRONX,2,0,4269911
STATEN ISLAND,0,0,4269781
MANHATTAN,0,0,4269476
QUEENS,0,0,4269592
BROOKLYN,1,0,4270386
BROOKLYN,0,0,4269724
QUEENS,0,0,4268769
QUEENS,0,0,4269163
QUEENS,0,0,4269148
QUEENS,0,0,4268928
MANHATTAN,0,0,4268970
BROOKLYN,1,0,4276934
QUEENS,0,0,4269041
MANHATTAN,1,0,4269107
MANHATTAN,1,0,4269784
MANHATTAN,0,0,4381762
MANHATTAN,0,0,4269987
BROOKLYN,1,0,4271739
BROOKLYN,0,0,4268967
MANHATTAN,0,0,4269298
QUEENS,0,0,4268752
QUEENS,0,0,4268820
BROOKLYN,1,0,4269255
BROOKLYN,0,0,4269966
BROOKLYN,0,0,4269856
BROOKLYN,1,0,4269022
MANHATTAN,0,0,4269355
MANHATTAN,0,0,4269059
BROOKLYN,0,0,4280477
STATEN ISLAND,0,0,4271068
BROOKLYN,1,0,4269799
QUEENS,0,0,4268924
BROOKLYN,4,0,4269431
BRONX,0,0,4381947
QUEENS,0,0,4269696
QUEENS,0,0,4269147
QUEENS,0,0,4269544
BROOKLYN,1,0,4268860
BROOKLYN,0,0,4268958
MANHATTAN,0,0,4269287
QUEENS,0,0,4269180
QUEENS,0,0,4269146
BRONX,3,0,4269324
BROOKLYN,0,0,4268956
BRONX,1,0,4269328
MANHATTAN,0,0,4270718
STATEN ISLAND,0,0,4269783
BROOKLYN,0,0,4269822
MANHATTAN,0,0,4269390
BROOKLYN,2,0,4270459
QUEENS,2,0,4269574
QUEENS,0,0,4268916
MANHATTAN,0,0,4269054
BRONX,0,0,4381847
QUEENS,0,0,4268985
QUEENS,0,0,4268734
QUEENS,0,0,4268755
MANHATTAN,0,0,4268922
BRONX,1,0,4269201
BROOKLYN,0,0,4270389
BRONX,1,0,4269199
BROOKLYN,0,0,4269178
MANHATTAN,1,0,4269360
MANHATTAN,0,0,4269985
STATEN ISLAND,0,0,4271190
QUEENS,0,0,4268771
BROOKLYN,0,0,4269078
MANHATTAN,1,0,4269820
STATEN ISLAND,0,0,4269638
MANHATTAN,0,0,4269406
QUEENS,0,0,4269116
BROOKLYN,0,0,4270406
QUEENS,0,0,4269134
MANHATTAN,0,0,4269155
QUEENS,0,0,4269192
BROOKLYN,0,0,4269719
QUEENS,0,0,4270263
QUEENS,0,0,4276891
MANHATTAN,1,0,4268883
MANHATTAN,0,0,4269363
MANHATTAN,1,0,4269302
MANHATTAN,0,0,4268861
MANHATTAN,0,0,4269300
BROOKLYN,0,0,4269365
BROOKLYN,1,0,4269177
MANHATTAN,0,0,4268862
BROOKLYN,1,0,4271420
BROOKLYN,0,0,4269072
BRONX,0,0,4269383
BROOKLYN,0,0,4268867
QUEENS,0,0,4269393
BROOKLYN,0,0,4276892
BROOKLYN,0,0,4268966
BRONX,1,0,4268938
BROOKLYN,0,0,4268951
QUEENS,0,0,4268909
MANHATTAN,1,0,4269292
BRONX,0,0,4287537
BROOKLYN,0,0,4269207
MANHATTAN,0,0,4269861
BROOKLYN,0,0,4269173
BROOKLYN,0,0,4269263
QUEENS,0,0,4268917
BROOKLYN,0,0,4269549
MANHATTAN,2,0,4269295
QUEENS,0,0,4269518
BROOKLYN,0,0,4269206
BRONX,0,0,4269417
QUEENS,0,0,4268944
MANHATTAN,1,0,4269112
MANHATTAN,0,0,4269986
QUEENS,0,0,4269069
QUEENS,0,0,4269096
QUEENS,0,0,4268933
BROOKLYN,0,0,4271427
BROOKLYN,0,0,4269389
BROOKLYN,0,0,4269272
QUEENS,0,0,4269117
BROOKLYN,0,0,4269175
BROOKLYN,0,0,4269274
QUEENS,0,0,4269543
QUEENS,0,0,4268910
QUEENS,1,0,4269099
QUEENS,1,0,4269474
BROOKLYN,0,0,4269268
MANHATTAN,0,0,4269462
QUEENS,0,0,4269114
QUEENS,0,0,4269103
STATEN ISLAND,0,0,4270100
BRONX,1,0,4269501
BRONX,0,0,4268839
BROOKLYN,1,0,4269012
BROOKLYN,0,0,4280227
QUEENS,0,0,4269481
BROOKLYN,0,0,4268899
BROOKLYN,0,0,4268901
BROOKLYN,0,0,4269044
BRONX,3,0,4276812
BROOKLYN,0,0,4269139
QUEENS,1,0,4269046
QUEENS,0,0,4269118
MANHATTAN,0,0,4269131
MANHATTAN,1,0,4269740
MANHATTAN,1,0,4269569
BROOKLYN,0,0,4269238
BROOKLYN,0,0,4269430
BROOKLYN,0,0,4269174
BROOKLYN,0,0,4269029
QUEENS,0,0,4269588
BRONX,2,0,4269204
QUEENS,0,0,4269176
QUEENS,0,0,4269074
MANHATTAN,0,0,4269362
BROOKLYN,0,0,4269831
QUEENS,0,0,4268939
QUEENS,1,0,4268770
BROOKLYN,0,0,4269559
BROOKLYN,0,0,4269279
BROOKLYN,0,0,4269073
MANHATTAN,0,0,4270351
QUEENS,0,0,4269084
QUEENS,1,0,4269106
QUEENS,0,0,4268983
BROOKLYN,0,0,4269409
MANHATTAN,0,0,4268880
BRONX,0,0,4269435
QUEENS,0,0,4268927
QUEENS,0,0,4269047
QUEENS,0,0,4268925
BROOKLYN,0,0,4270023
QUEENS,0,0,4269023
BROOKLYN,1,0,4269229
QUEENS,0,0,4269165
MANHATTAN,0,0,4270255
QUEENS,0,0,4269208
BROOKLYN,1,0,4269980
BROOKLYN,3,0,4269071
BROOKLYN,0,0,4268900
MANHATTAN,0,0,4268859
MANHATTAN,0,0,4269285
QUEENS,0,0,4269111
QUEENS,0,0,4269104
BROOKLYN,0,0,4270006
BROOKLYN,0,0,4269160
BROOKLYN,0,0,4268884
BRONX,0,0,4269495
QUEENS,0,0,4269149
BROOKLYN,2,0,4269076
QUEENS,2,0,4268914
BRONX,0,0,4269202
QUEENS,1,0,4269166
BRONX,0,0,4269083
QUEENS,0,0,4269392
QUEENS,0,0,4269132
MANHATTAN,1,0,4270260
BROOKLYN,0,0,4269123
BROOKLYN,1,0,4269823
QUEENS,0,0,4269137
MANHATTAN,0,0,4269317
QUEENS,0,0,4269168
QUEENS,1,0,4269610
BRONX,1,0,4270065
BROOKLYN,0,0,4269646
BRONX,0,0,4272223
BRONX,1,0,4270011
QUEENS,0,0,4286792
QUEENS,0,0,4269675
BRONX,0,0,4270015
BROOKLYN,0,0,4269821
BRONX,1,0,4271555
MANHATTAN,1,0,4269653
BRONX,0,0,4269730
BRONX,0,0,4270007
BROOKLYN,0,0,4276341
BROOKLYN,1,0,4269460
BROOKLYN,0,0,4271414
BRONX,0,0,4270647
MANHATTAN,0,0,4269983
QUEENS,0,0,4270363
BROOKLYN,0,0,4269945
BROOKLYN,0,0,4269608
BRONX,0,0,4269729
BROOKLYN,0,0,4269796
QUEENS,0,0,4269410
MANHATTAN,0,0,4269552
QUEENS,0,0,4269520
BROOKLYN,0,0,4270101
QUEENS,0,0,4269661
QUEENS,0,0,4269394
QUEENS,1,0,4270849
QUEENS,2,0,4269489
BROOKLYN,0,0,4269943
BROOKLYN,0,0,4269801
BROOKLYN,0,0,4271763
BRONX,0,0,4272605
QUEENS,0,0,4269622
BROOKLYN,0,0,4269548
BROOKLYN,0,0,4269717
QUEENS,0,0,4269488
QUEENS,2,0,4269667
BROOKLYN,0,0,4269741
BROOKLYN,0,0,4269711
QUEENS,2,0,4269433
BROOKLYN,2,0,4269571
BRONX,1,0,4269387
QUEENS,1,0,4269448
BROOKLYN,1,0,4273716
QUEENS,0,0,4269647
MANHATTAN,0,0,4276204
BRONX,2,0,4270374
QUEENS,0,0,4269963
BROOKLYN,0,0,4269898
QUEENS,0,0,4269768
BRONX,0,0,4269874
QUEENS,0,0,4269733
BROOKLYN,0,0,4269200
QUEENS,1,0,4269754
MANHATTAN,0,0,4269708
BRONX,0,0,4272263
BRONX,0,0,4270008
BRONX,2,0,4269325
BROOKLYN,1,0,4274262
QUEENS,0,0,4269662
BRONX,0,0,4269690
QUEENS,0,0,4269519
BROOKLYN,0,0,4270405
QUEENS,0,0,4269751
BROOKLYN,1,0,4273384
QUEENS,1,0,4269421
BROOKLYN,1,0,4269273
MANHATTAN,0,0,4270445
BROOKLYN,0,0,4269597
QUEENS,0,0,4269505
QUEENS,0,0,4269616
QUEENS,0,0,4269693
BRONX,1,0,4269529
BRONX,0,0,4271320
BRONX,0,0,4269694
QUEENS,0,0,4269407
QUEENS,0,0,4269594
QUEENS,2,0,4269699
BROOKLYN,0,0,4269896
BROOKLYN,0,0,4269824
BROOKLYN,0,0,4269665
BROOKLYN,2,0,4274987
BRONX,0,0,4269928
QUEENS,1,0,4270042
QUEENS,0,0,4269684
BROOKLYN,0,0,4269798
QUEENS,0,0,4269734
BRONX,0,0,4269727
QUEENS,1,0,4269937
BRONX,1,0,4269869
BRONX,0,0,4269735
QUEENS,1,0,4272621
BRONX,0,0,4270069
MANHATTAN,0,0,4269826
BROOKLYN,0,0,4269578
BRONX,0,0,4272215
STATEN ISLAND,1,0,4269639
STATEN ISLAND,1,0,4269929
BROOKLYN,2,0,4271804
MANHATTAN,0,0,4271188
BROOKLYN,0,0,4276098
BRONX,0,0,4269572
QUEENS,0,0,4269535
BROOKLYN,0,0,4270387
QUEENS,0,0,4269743
QUEENS,0,0,4269668
BRONX,0,0,4280426
QUEENS,0,0,4269885
MANHATTAN,0,0,4269952
BROOKLYN,0,0,4270102
QUEENS,0,0,4269503
MANHATTAN,1,0,4269642
MANHATTAN,0,0,4269648
BROOKLYN,0,0,4269840
BROOKLYN,0,0,4269607
QUEENS,1,0,4269762
QUEENS,0,0,4269671
BRONX,0,0,4269737
MANHATTAN,0,0,4270105
BROOKLYN,0,0,4271411
BRONX,0,0,4270345
BROOKLYN,0,0,4271181
BROOKLYN,0,0,4271191
STATEN ISLAND,1,0,4269640
BROOKLYN,0,0,4269434
BRONX,0,0,4269867
QUEENS,0,0,4269584
BROOKLYN,0,0,4269689
QUEENS,0,0,4269763
MANHATTAN,0,0,4269785
BRONX,0,0,4269465
BRONX,1,0,4269999
QUEENS,0,0,4269833
QUEENS,1,0,4269514
BRONX,0,0,4269732
BRONX,0,0,4272216
MANHATTAN,0,0,4271238
BRONX,0,0,4269701
QUEENS,0,0,4269738
QUEENS,0,0,4269537
BRONX,0,0,4269731
QUEENS,1,0,4269509
BROOKLYN,0,0,4269444
BROOKLYN,0,0,4269857
QUEENS,0,0,4269623
MANHATTAN,0,0,4276201
BROOKLYN,0,0,4269747
MANHATTAN,0,0,4269541
STATEN ISLAND,0,0,4269772
BROOKLYN,0,0,4271426
QUEENS,0,0,4269669
BROOKLYN,0,0,4269602
QUEENS,0,0,4269593
BRONX,1,0,4269516
BROOKLYN,0,0,4269461
QUEENS,0,0,4269803
QUEENS,0,0,4269600
BROOKLYN,0,0,4269944
BROOKLYN,0,0,4270025
BROOKLYN,0,0,4270388
QUEENS,1,0,4270832
QUEENS,0,0,4286402
QUEENS,0,0,4271971
BROOKLYN,1,0,4273022
BROOKLYN,2,0,4269814
QUEENS,0,0,4269745
QUEENS,0,0,4269755
BRONX,1,0,4269767
BROOKLYN,1,0,4270457
QUEENS,0,0,4269504
QUEENS,0,0,4269603
MANHATTAN,0,0,4269643
MANHATTAN,1,0,4269758
MANHATTAN,0,0,4270274
BRONX,0,0,4272206
QUEENS,0,0,4269624
QUEENS,0,0,4269698
QUEENS,0,0,4269770
BROOKLYN,0,0,4269891
MANHATTAN,0,0,4269774
QUEENS,0,0,4269524
BROOKLYN,1,0,4269587
QUEENS,0,0,4269685
QUEENS,0,0,4270812
BRONX,0,0,4269384
QUEENS,1,0,4270171
BROOKLYN,0,0,4269744
BROOKLYN,0,0,4270777
BROOKLYN,1,0,4271406
BROOKLYN,0,0,4269978
QUEENS,2,0,4269704
BROOKLYN,0,0,4269558
BROOKLYN,2,0,4269839
BROOKLYN,0,0,4270397
BROOKLYN,0,0,4270132
QUEENS,0,0,4269450
QUEENS,1,0,4269620
BROOKLYN,0,0,4269825
BRONX,0,0,4271551
BROOKLYN,1,0,4269718
QUEENS,0,0,4269550
QUEENS,1,0,4275603
BROOKLYN,0,0,4269570
BROOKLYN,0,0,4270396
QUEENS,0,0,4269673
BROOKLYN,1,0,4269568
BRONX,0,0,4270067
BROOKLYN,0,0,4269630
BROOKLYN,1,0,4269627
BRONX,0,0,4269726
QUEENS,0,0,4269589
BRONX,0,0,4269697
BRONX,1,0,4270004
BRONX,1,0,4272205
MANHATTAN,0,0,4269526
QUEENS,0,0,4269471
BRONX,0,0,4272198
QUEENS,2,0,4270035
BROOKLYN,0,0,4269838
BROOKLYN,0,0,4269617
QUEENS,0,0,4269591
MANHATTAN,0,0,4270235
STATEN ISLAND,0,0,4271142
BROOKLYN,0,0,4277484
BRONX,0,0,4269579
QUEENS,0,0,4269787
QUEENS,1,0,4269508
BRONX,0,0,4269934
QUEENS,1,0,4269682
BRONX,0,0,4269760
BROOKLYN,0,0,4269632
BROOKLYN,0,0,4269193
QUEENS,0,0,4269615
QUEENS,1,0,4269478
QUEENS,0,0,4269634
MANHATTAN,0,0,4271145
BRONX,0,0,4270009
BRONX,1,0,4270056
QUEENS,1,0,4269692
MANHATTAN,0,0,4269710
QUEENS,0,0,4284402
BROOKLYN,1,0,4269725
BROOKLYN,1,0,4269628
BROOKLYN,1,0,4270117
BROOKLYN,1,0,4269800
STATEN ISLAND,0,0,4269576
BRONX,0,0,4272219
BRONX,0,0,4272244
QUEENS,0,0,4269680
QUEENS,0,0,4270283
BROOKLYN,0,0,4269845
BRONX,0,0,4275946
BROOKLYN,0,0,4271597
BRONX,3,0,4269703
BRONX,2,0,4270607
QUEENS,0,0,4272692
BROOKLYN,0,0,4270390
QUEENS,0,0,4269590
QUEENS,0,0,4269688
QUEENS,0,0,4270036
BROOKLYN,0,0,4272835
BROOKLYN,0,0,4270917
BROOKLYN,0,0,4269811
MANHATTAN,0,0,4269909
QUEENS,1,0,4269795
QUEENS,1,0,4271351
QUEENS,0,0,4269802
QUEENS,0,0,4269790
BROOKLYN,1,0,4275778
MANHATTAN,2,0,4271262
MANHATTAN,0,0,4269713
MANHATTAN,0,0,4269530
BRONX,0,0,4269527
QUEENS,0,0,4270626
MANHATTAN,0,0,4270103
BRONX,1,0,4269456
STATEN ISLAND,0,0,4269626
MANHATTAN,0,0,4269776
QUEENS,0,0,4269179
BROOKLYN,1,0,4269663
BRONX,2,0,4269728
MANHATTAN,1,0,4272661
BROOKLYN,0,0,4269664
QUEENS,0,0,4270946
MANHATTAN,0,0,4269320
BROOKLYN,2,0,4272830
BRONX,0,0,4271542
QUEENS,1,0,4269581
BRONX,0,0,4276224
BROOKLYN,0,0,4269715
MANHATTAN,0,0,4269650
MANHATTAN,0,0,4269479
QUEENS,0,0,4269532
QUEENS,0,0,4269871
MANHATTAN,1,0,4269706
MANHATTAN,0,0,4271070
BROOKLYN,0,0,4269842
BROOKLYN,0,0,4269712
QUEENS,0,0,4269477
BROOKLYN,3,0,4269812
BROOKLYN,0,0,4271415
BROOKLYN,0,0,4270174
MANHATTAN,0,0,4269961
MANHATTAN,1,0,4270239
MANHATTAN,1,0,4270236
BROOKLYN,1,0,4270203
BRONX,0,0,4273625
BROOKLYN,0,0,4270463
QUEENS,0,0,4269756
QUEENS,0,0,4270133
BRONX,1,0,4271655
QUEENS,1,0,4270091
BRONX,0,0,4270645
MANHATTAN,0,0,4270642
BRONX,0,0,4270378
BROOKLYN,0,0,4269977
MANHATTAN,0,0,4270234
BRONX,0,0,4269921
BRONX,0,0,4270644
BROOKLYN,0,0,4270393
BRONX,1,0,4270080
BRONX,0,0,4270050
BROOKLYN,0,0,4270155
QUEENS,4,0,4270195
QUEENS,0,0,4269993
QUEENS,1,0,4339143
BROOKLYN,0,0,4271407
BROOKLYN,0,0,4269954
QUEENS,1,0,4270089
QUEENS,0,0,4270068
BRONX,1,0,4272253
BRONX,0,0,4270213
QUEENS,0,0,4270319
BRONX,0,0,4384618
QUEENS,2,0,4271170
BRONX,1,0,4270246
QUEENS,0,0,4270059
BROOKLYN,0,0,4270228
BRONX,0,0,4269916
BROOKLYN,0,0,4270144
BROOKLYN,1,0,4273190
MANHATTAN,1,0,4270259
QUEENS,1,0,4270134
BROOKLYN,0,0,4270129
BROOKLYN,0,0,4270051
BROOKLYN,0,0,4270005
QUEENS,1,0,4272762
BROOKLYN,0,0,4270713
MANHATTAN,0,0,4271249
QUEENS,1,0,4270202
BRONX,0,0,4270751
QUEENS,2,0,4270112
BRONX,0,0,4269950
BRONX,0,0,4270199
QUEENS,0,0,4270121
QUEENS,0,0,4270041
BROOKLYN,0,0,4270207
MANHATTAN,0,0,4269887
BROOKLYN,0,0,4270053
QUEENS,1,0,4270385
BRONX,0,0,4270375
QUEENS,0,0,4269908
QUEENS,1,0,4270060
BROOKLYN,0,0,4270399
BRONX,0,0,4269907
BROOKLYN,0,0,4276301
BROOKLYN,1,0,4276357
QUEENS,0,0,4270119
BROOKLYN,0,0,4270130
BROOKLYN,0,0,4272117
BRONX,0,0,4270016
QUEENS,0,0,4270061
BROOKLYN,0,0,4269959
QUEENS,0,0,4270323
BROOKLYN,1,0,4271589
BRONX,0,0,4270019
BROOKLYN,1,0,4270702
BROOKLYN,0,0,4270382
QUEENS,0,0,4269939
BROOKLYN,1,0,4270142
QUEENS,0,0,4270095
QUEENS,0,0,4269882
QUEENS,0,0,4270182
BROOKLYN,0,0,4270191
QUEENS,0,0,4270419
BRONX,0,0,4270347
BROOKLYN,0,0,4270131
BROOKLYN,1,0,4270052
BRONX,0,0,4270643
BROOKLYN,1,0,4271736
BROOKLYN,2,0,4272118
MANHATTAN,0,0,4270285
BROOKLYN,1,0,4270229
MANHATTAN,0,0,4270248
QUEENS,0,0,4270139
BRONX,2,0,4270046
MANHATTAN,0,0,4270261
BROOKLYN,0,0,4270392
BRONX,0,0,4270244
BRONX,0,0,4272415
BROOKLYN,1,0,4270055
BROOKLYN,2,0,4270063
BROOKLYN,0,0,4270087
QUEENS,0,0,4270030
BROOKLYN,0,0,4270398
QUEENS,0,0,4271906
BROOKLYN,0,0,4270217
QUEENS,0,0,4270196
BRONX,0,0,4269949
BROOKLYN,0,0,4270706
QUEENS,0,0,4270033
QUEENS,0,0,4269979
BRONX,1,0,4270341
MANHATTAN,0,0,4270858
BROOKLYN,0,0,4270126
MANHATTAN,0,0,4271278
MANHATTAN,0,0,4269914
QUEENS,0,0,4270083
BROOKLYN,0,0,4269864
QUEENS,0,0,4272689
QUEENS,0,0,4270093
QUEENS,0,0,4270447
MANHATTAN,0,0,4270240
BROOKLYN,1,0,4270118
MANHATTAN,0,0,4269886
QUEENS,0,0,4270322
MANHATTAN,0,0,4269894
QUEENS,1,0,4270286
BROOKLYN,1,0,4270700
QUEENS,0,0,4269956
STATEN ISLAND,0,0,4270595
QUEENS,1,0,4270184
BROOKLYN,0,0,4270081
QUEENS,0,0,4270090
BRONX,0,0,4382215
QUEENS,1,0,4269816
MANHATTAN,1,0,4270078
MANHATTAN,0,0,4269915
QUEENS,1,0,4270165
QUEENS,0,0,4273619
BRONX,0,0,4272229
BRONX,0,0,4271669
QUEENS,0,0,4270179
BROOKLYN,1,0,4270057
BRONX,1,0,4270154
BROOKLYN,0,0,4271421
BRONX,0,0,4270070
QUEENS,0,0,4270181
QUEENS,0,0,4270164
MANHATTAN,0,0,4270209
BRONX,0,0,4277826
MANHATTAN,0,0,4270104
QUEENS,0,0,4270031
MANHATTAN,1,0,4276986
BROOKLYN,0,0,4270188
BRONX,0,0,4270045
BROOKLYN,3,0,4269829
BROOKLYN,1,0,4269953
BRONX,0,0,4270608
BROOKLYN,0,0,4270021
QUEENS,0,0,4270173
QUEENS,0,0,4269906
BROOKLYN,1,0,4272342
BROOKLYN,1,0,4269984
MANHATTAN,0,0,4270110
BROOKLYN,1,0,4270309
MANHATTAN,0,0,4270314
MANHATTAN,0,0,4269967
BROOKLYN,0,0,4269746
BRONX,0,0,4270143
QUEENS,0,0,4270076
BRONX,0,0,4271776
QUEENS,0,0,4269904
MANHATTAN,1,0,4270440
BROOKLYN,0,0,4269806
QUEENS,1,0,4270187
MANHATTAN,0,0,4270638
QUEENS,0,0,4270223
BROOKLYN,2,0,4270311
BROOKLYN,0,0,4270698
BROOKLYN,0,0,4270391
QUEENS,0,0,4270186
MANHATTAN,0,0,4269828
BRONX,0,0,4270243
BROOKLYN,0,0,4382267
STATEN ISLAND,0,0,4270598
BRONX,0,0,4270610
BROOKLYN,0,0,4270400
QUEENS,0,0,4269997
BROOKLYN,0,0,4269900
QUEENS,0,0,4273103
QUEENS,0,0,4270549
BROOKLYN,2,0,4270697
QUEENS,0,0,4270185
BROOKLYN,1,0,4270434
BROOKLYN,0,0,4270411
BROOKLYN,0,0,4270106
BROOKLYN,0,0,4270303
QUEENS,0,0,4269981
BROOKLYN,0,0,4270049
BROOKLYN,0,0,4270796
BROOKLYN,0,0,4270168
BROOKLYN,1,0,4270054
BRONX,1,0,4382117
BRONX,1,0,4269922
BRONX,0,0,4270344
QUEENS,0,0,4270084
BROOKLYN,1,0,4270312
BRONX,0,0,4270346
BROOKLYN,0,0,4382237
BRONX,0,0,4277584
QUEENS,1,0,4270074
MANHATTAN,0,0,4270729
MANHATTAN,0,0,4270241
BROOKLYN,1,0,4270062
QUEENS,0,0,4270075
BRONX,0,0,4270251
QUEENS,0,0,4277681
QUEENS,0,0,4270082
QUEENS,0,0,4269994
MANHATTAN,0,0,4270743
BRONX,0,0,4270752
MANHATTAN,1,0,4270058
BRONX,1,0,4270047
QUEENS,0,0,4270225
QUEENS,0,0,4269805
BRONX,0,0,4272238
BROOKLYN,0,0,4270738
MANHATTAN,0,0,4270146
BRONX,1,0,4270140
BRONX,1,0,4269942
MANHATTAN,1,0,4270315
QUEENS,0,0,4271133
MANHATTAN,0,0,4270313
BROOKLYN,0,0,4270775
QUEENS,0,0,4270137
MANHATTAN,0,0,4272670
MANHATTAN,0,0,4271226
BRONX,0,0,4270377
BRONX,0,0,4270017
STATEN ISLAND,0,0,4382697
BROOKLYN,0,0,4270085
MANHATTAN,1,0,4270381
QUEENS,1,0,4270124
MANHATTAN,0,0,4270198
STATEN ISLAND,1,0,4270424
BROOKLYN,1,0,4269946
BROOKLYN,0,0,4270038
MANHATTAN,2,0,4270371
QUEENS,1,0,4270232
MANHATTAN,1,0,4270237
MANHATTAN,1,0,4295769
QUEENS,0,0,4277530
QUEENS,0,0,4270178
QUEENS,0,0,4270094
BROOKLYN,0,0,4270123
BRONX,1,0,4269965
BROOKLYN,0,0,4270994
QUEENS,0,0,4270092
QUEENS,2,0,4270579
BRONX,2,0,4270141
QUEENS,1,0,4272752
BROOKLYN,0,0,4270959
QUEENS,0,0,4270088
QUEENS,0,0,4269975
QUEENS,0,0,4270125
BRONX,2,0,4270211
QUEENS,3,0,4270040
MANHATTAN,1,0,4270290
STATEN ISLAND,1,0,4270245
BROOKLYN,1,0,4270764
BROOKLYN,0,0,4270304
MANHATTAN,1,0,4270197
MANHATTAN,0,0,4269941
BRONX,0,0,4269910
BROOKLYN,0,0,4271463
QUEENS,0,0,4270136
BROOKLYN,0,0,4270158
MANHATTAN,0,0,4269971
QUEENS,0,0,4269976
QUEENS,0,0,4270138
BRONX,0,0,4271556
BROOKLYN,0,0,4273992
BRONX,0,0,4270153
QUEENS,1,1,4269930
QUEENS,0,0,4270361
MANHATTAN,0,0,4269940
QUEENS,1,0,4270098
QUEENS,0,0,4269786
MANHATTAN,0,0,4270316
