BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
BROOKLYN,0,0,4361980
BROOKLYN,1,0,4362147
BROOKLYN,0,0,4363802
BRONX,0,0,4362310
QUEENS,1,0,4362017
QUEENS,0,0,4362107
BRONX,0,0,4362001
QUEENS,0,0,4362030
BROOKLYN,1,0,4362124
BRONX,3,0,4369452
QUEENS,0,0,4362267
QUEENS,0,0,4362190
BROOKLYN,0,0,4362191
BROOKLYN,0,0,4362301
BRONX,0,0,4362405
BRONX,0,0,4362140
QUEENS,1,0,4362798
QUEENS,1,0,4362136
QUEENS,0,0,4362074
BROOKLYN,0,0,4362234
BROOKLYN,0,0,4363616
BROOKLYN,0,0,4362489
QUEENS,1,0,4362113
BROOKLYN,0,0,4380160
BROOKLYN,0,0,4362130
MANHATTAN,2,0,4361985
BRONX,0,0,4362412
QUEENS,2,0,4363900
QUEENS,0,0,4362175
BROOKLYN,0,0,4362216
BROOKLYN,0,0,4362068
QUEENS,1,0,4362268
BRONX,0,0,4369850
BROOKLYN,0,0,4362213
BRONX,0,0,4362250
BRONX,2,0,4362411
BROOKLYN,0,0,4362502
BROOKLYN,1,0,4364371
BROOKLYN,2,0,4362122
BROOKLYN,1,0,4362307
QUEENS,1,0,4364788
BRONX,0,0,4363483
MANHATTAN,0,0,4362206
BROOKLYN,1,0,4364988
BRONX,0,0,4362138
QUEENS,1,0,4362202
BROOKLYN,0,0,4362233
MANHATTAN,0,0,4362028
QUEENS,0,0,4362269
BROOKLYN,0,0,4362145
STATEN ISLAND,0,0,4363391
BRONX,0,0,4362009
QUEENS,0,0,4363168
QUEENS,0,0,4362192
QUEENS,2,0,4362096
QUEENS,1,0,4362349
BRONX,0,0,4362178
BRONX,0,0,4362280
BROOKLYN,0,0,4362119
BRONX,0,0,4362409
STATEN ISLAND,0,0,4362608
MANHATTAN,0,0,4362847
QUEENS,2,0,4362148
QUEENS,1,0,4362705
MANHATTAN,0,0,4362165
BROOKLYN,0,0,4362254
BRONX,1,0,4362284
BROOKLYN,1,0,4362773
BRONX,0,0,4362088
MANHATTAN,0,0,4362064
QUEENS,0,0,4362177
MANHATTAN,2,0,4362168
MANHATTAN,0,0,4362188
BROOKLYN,0,0,4362745
BRONX,0,0,4362239
BROOKLYN,1,0,4362363
BROOKLYN,0,0,4362466
MANHATTAN,0,0,4363660
BRONX,0,0,4362987
BROOKLYN,1,0,4362768
BROOKLYN,0,0,4362306
QUEENS,1,0,4364516
BROOKLYN,1,0,4362340
QUEENS,0,0,4362383
QUEENS,0,0,4362576
QUEENS,0,0,4362704
BROOKLYN,1,0,4362721
BROOKLYN,0,0,4362304
STATEN ISLAND,0,0,4363384
BROOKLYN,0,0,4362357
QUEENS,0,0,4362312
BRONX,0,0,4362928
MANHATTAN,0,0,4362429
BROOKLYN,0,0,4362541
QUEENS,0,0,4362212
BRONX,0,0,4362452
BROOKLYN,0,0,4362352
QUEENS,1,0,4363153
MANHATTAN,0,0,4363174
BRONX,0,0,4362423
MANHATTAN,0,0,4362729
BROOKLYN,1,0,4363004
QUEENS,1,0,4363707
BRONX,1,0,4363025
QUEENS,0,0,4362503
BROOKLYN,1,0,4363185
BROOKLYN,1,0,4362401
BROOKLYN,1,0,4363296
BRONX,1,0,4362537
BROOKLYN,0,0,4363369
BRONX,1,0,4362432
MANHATTAN,0,0,4362345
BROOKLYN,0,0,4362720
MANHATTAN,0,0,4364160
MANHATTAN,1,0,4362637
QUEENS,0,0,4362474
BROOKLYN,1,0,4362490
BROOKLYN,0,0,4366324
BRONX,0,0,4363520
MANHATTAN,1,0,4362536
BROOKLYN,2,0,4362516
BROOKLYN,0,0,4362986
BRONX,1,1,4362433
QUEENS,1,0,4362674
BRONX,0,0,4362968
BROOKLYN,0,0,4362355
BROOKLYN,0,0,4362744
QUEENS,0,0,4363858
BRONX,0,0,4362573
QUEENS,0,0,4362336
QUEENS,1,0,4362472
BRONX,0,0,4362445
BRONX,0,0,4362586
BROOKLYN,1,0,4362478
BROOKLYN,0,0,4362149
QUEENS,0,0,4362481
QUEENS,2,0,4362488
MANHATTAN,1,0,4364034
BROOKLYN,0,0,4362289
BRONX,1,0,4363916
BROOKLYN,0,0,4362447
QUEENS,0,0,4362566
MANHATTAN,1,0,4362638
QUEENS,0,0,4362470
BROOKLYN,1,0,4363289
BRONX,2,0,4362571
QUEENS,0,0,4362618
BROOKLYN,1,0,4362543
QUEENS,0,0,4362552
QUEENS,0,0,4362274
STATEN ISLAND,0,0,4362522
QUEENS,0,0,4364700
BRONX,0,0,4362604
BROOKLYN,0,0,4363598
QUEENS,0,0,4363952
QUEENS,1,0,4362802
BROOKLYN,0,0,4365437
BROOKLYN,0,0,4362515
BRONX,0,0,4362525
QUEENS,1,0,4362387
BROOKLYN,1,0,4362680
QUEENS,1,0,4363152
BRONX,0,0,4362260
BROOKLYN,0,0,4362369
BRONX,0,0,4362417
BROOKLYN,0,0,4362255
BROOKLYN,0,0,4362338
BRONX,1,0,4362425
BROOKLYN,0,0,4362514
BROOKLYN,2,0,4362582
BROOKLYN,1,0,4363427
MANHATTAN,0,0,4362602
QUEENS,0,0,4362385
QUEENS,0,0,4362426
MANHATTAN,1,0,4362430
BRONX,1,0,4362596
QUEENS,0,0,4362320
BROOKLYN,0,0,4362388
BRONX,0,0,4362424
BROOKLYN,1,0,4365106
BRONX,0,0,4363733
BRONX,1,0,4362444
BROOKLYN,1,0,4363181
BRONX,1,0,4364121
QUEENS,1,0,4362232
BROOKLYN,1,0,4362501
STATEN ISLAND,0,0,4362523
BROOKLYN,1,0,4362453
BROOKLYN,0,0,4362353
STATEN ISLAND,0,0,4362518
BROOKLYN,0,0,4362513
BRONX,1,0,4362969
BRONX,0,0,4362494
BRONX,0,0,4362449
BROOKLYN,0,0,4364939
MANHATTAN,0,0,4362169
MANHATTAN,0,0,4362400
BROOKLYN,1,0,4362988
BROOKLYN,1,0,4363036
BRONX,0,0,4366635
BROOKLYN,0,0,4362217
MANHATTAN,0,0,4363116
STATEN ISLAND,1,0,4363777
QUEENS,0,0,4362397
BRONX,0,0,4362251
MANHATTAN,1,0,4363127
BROOKLYN,0,0,4362282
BROOKLYN,1,0,4362544
QUEENS,0,0,4362505
BROOKLYN,0,0,4362748
QUEENS,0,0,4362358
BROOKLYN,1,0,4362215
BROOKLYN,0,0,4363374
BROOKLYN,7,0,4363880
QUEENS,0,0,4362323
MANHATTAN,0,0,4362398
QUEENS,0,0,4362735
QUEENS,1,0,4363517
MANHATTAN,1,0,4363461
BROOKLYN,0,0,4362508
MANHATTAN,1,0,4364545
BROOKLYN,0,0,4363214
BROOKLYN,0,0,4362237
QUEENS,0,0,4362628
MANHATTAN,0,0,4362208
QUEENS,1,0,4362504
QUEENS,1,0,4362531
BROOKLYN,0,0,4362382
BROOKLYN,0,0,4362302
MANHATTAN,1,0,4362484
MANHATTAN,0,0,4362283
BROOKLYN,0,0,4363753
QUEENS,2,0,4362391
BROOKLYN,0,0,4362500
QUEENS,1,0,4369706
BRONX,1,0,4362492
BROOKLYN,0,0,4362373
QUEENS,0,0,4362348
QUEENS,1,0,4364584
BRONX,1,0,4362437
QUEENS,0,0,4362313
QUEENS,0,0,4362330
BRONX,0,0,4362538
BRONX,0,0,4362524
BROOKLYN,1,0,4363246
QUEENS,0,0,4362428
BROOKLYN,1,0,4362339
BRONX,1,0,4363329
QUEENS,1,0,4362427
BROOKLYN,1,0,4362327
BROOKLYN,1,0,4362672
BROOKLYN,1,0,4363682
QUEENS,0,0,4366490
BRONX,0,0,4362457
BRONX,1,0,4362738
MANHATTAN,1,0,4363462
BRONX,0,0,4362248
MANHATTAN,0,0,4362482
BROOKLYN,0,0,4362372
BRONX,0,0,4362377
BROOKLYN,0,0,4362256
BRONX,0,0,4362314
QUEENS,1,0,4362551
BROOKLYN,0,0,4362262
MANHATTAN,0,0,4362483
BROOKLYN,0,0,4362542
QUEENS,0,0,4364246
QUEENS,0,0,4362465
MANHATTAN,1,0,4365599
BROOKLYN,0,0,4363076
STATEN ISLAND,0,0,4363388
QUEENS,0,0,4362759
QUEENS,0,0,4362324
BRONX,1,0,4362421
BROOKLYN,1,0,4363413
BROOKLYN,0,0,4362231
BROOKLYN,0,0,4362351
BRONX,0,0,4362533
QUEENS,1,0,4362549
MANHATTAN,0,0,4364163
QUEENS,0,0,4362386
QUEENS,2,0,4362699
MANHATTAN,0,0,4362462
MANHATTAN,1,0,4362399
BROOKLYN,1,0,4362454
BRONX,0,0,4362448
BROOKLYN,0,0,4363184
BROOKLYN,0,0,4362676
BROOKLYN,1,0,4362451
BRONX,3,0,4362480
BRONX,0,0,4364002
BRONX,0,0,4362534
BRONX,0,0,4362315
MANHATTAN,0,0,4362696
BRONX,1,0,4362527
QUEENS,0,0,4362475
BROOKLYN,1,0,4362941
BRONX,0,0,4362458
QUEENS,0,0,4364438
QUEENS,1,0,4365765
BRONX,1,0,4366192
MANHATTAN,0,0,4362335
BROOKLYN,1,0,4362940
BROOKLYN,0,0,4362775
BROOKLYN,0,0,4363402
BRONX,0,0,4362581
BRONX,0,0,4362316
BRONX,1,0,4363330
MANHATTAN,0,0,4362654
QUEENS,0,0,4363087
BRONX,0,0,4362982
BROOKLYN,1,0,4362989
QUEENS,0,0,4363164
BROOKLYN,0,0,4362817
QUEENS,3,2,4362781
MANHATTAN,0,0,4363118
BROOKLYN,0,0,4362641
MANHATTAN,0,0,4367537
BROOKLYN,0,0,4362791
BROOKLYN,0,0,4362722
BRONX,0,0,4362753
BRONX,1,0,4363332
BRONX,0,0,4362606
BROOKLYN,1,0,4364312
MANHATTAN,0,0,4363260
MANHATTAN,1,0,4362562
BROOKLYN,0,0,4363377
MANHATTAN,0,0,4363432
MANHATTAN,0,0,4363130
QUEENS,0,0,4362879
STATEN ISLAND,0,0,4363393
QUEENS,0,0,4362509
QUEENS,0,0,4362877
QUEENS,2,0,4362760
QUEENS,0,0,4362645
QUEENS,0,0,4363823
BRONX,0,0,4363146
BRONX,1,0,4362765
QUEENS,0,0,4362965
MANHATTAN,1,0,4364085
MANHATTAN,0,0,4363536
BROOKLYN,1,0,4362830
QUEENS,0,0,4362652
BROOKLYN,0,0,4362670
MANHATTAN,1,0,4363550
BRONX,0,0,4373012
STATEN ISLAND,0,0,4364870
BRONX,2,0,4363474
MANHATTAN,0,0,4362629
BROOKLYN,0,0,4362607
BROOKLYN,1,0,4366275
QUEENS,0,0,4362611
BRONX,1,0,4367623
BROOKLYN,0,0,4363037
STATEN ISLAND,0,0,4362694
MANHATTAN,0,0,4363429
MANHATTAN,0,0,4362644
BROOKLYN,0,0,4363046
BROOKLYN,1,0,4363625
BRONX,1,0,4362731
BROOKLYN,1,0,4363799
QUEENS,1,0,4362887
QUEENS,0,0,4362708
BRONX,0,0,4362909
BROOKLYN,1,0,4362996
BRONX,0,0,4362903
BRONX,0,0,4362750
QUEENS,1,0,4362957
QUEENS,0,0,4362666
QUEENS,2,0,4362888
BROOKLYN,1,0,4362907
QUEENS,0,0,4362563
MANHATTAN,0,0,4362776
BROOKLYN,0,0,4362595
BROOKLYN,0,0,4363371
STATEN ISLAND,1,0,4364374
QUEENS,1,0,4362805
MANHATTAN,5,0,4362835
BRONX,1,0,4362733
QUEENS,1,0,4363652
BROOKLYN,0,0,4362683
BROOKLYN,1,0,4363007
BRONX,0,0,4363147
BROOKLYN,0,0,4362601
MANHATTAN,0,0,4368373
BROOKLYN,1,0,4363420
QUEENS,1,0,4363169
BROOKLYN,0,0,4363605
QUEENS,0,0,4362624
QUEENS,0,0,4366649
BROOKLYN,0,0,4363077
MANHATTAN,0,0,4362740
BROOKLYN,0,0,4363008
MANHATTAN,0,0,4382164
BROOKLYN,0,0,4362687
BRONX,0,0,4363470
QUEENS,0,0,4362627
BROOKLYN,0,0,4362719
BROOKLYN,0,0,4362870
QUEENS,0,0,4362762
BROOKLYN,0,0,4362934
BROOKLYN,1,0,4363247
BROOKLYN,0,0,4363535
BROOKLYN,0,0,4362655
BROOKLYN,0,0,4363434
QUEENS,0,0,4362797
BROOKLYN,1,0,4366274
BROOKLYN,0,0,4363321
QUEENS,1,0,4362532
QUEENS,0,0,4362664
BRONX,1,0,4362997
BROOKLYN,0,0,4363242
BROOKLYN,0,0,4363274
QUEENS,0,0,4362626
MANHATTAN,0,0,4362840
QUEENS,1,0,4362569
BROOKLYN,0,0,4363286
MANHATTAN,1,0,4363023
QUEENS,0,0,4362698
BROOKLYN,0,0,4362643
BRONX,0,0,4362981
BRONX,1,0,4363327
BRONX,0,0,4363325
MANHATTAN,0,0,4362597
QUEENS,1,0,4362688
QUEENS,0,0,4363086
QUEENS,0,0,4362963
BROOKLYN,0,0,4362918
BROOKLYN,1,0,4363011
MANHATTAN,1,0,4362842
BROOKLYN,1,0,4363044
BROOKLYN,0,0,4363376
QUEENS,0,0,4362873
MANHATTAN,0,0,4362599
QUEENS,0,0,4363315
QUEENS,0,0,4363764
BROOKLYN,1,0,4362623
QUEENS,0,0,4363212
QUEENS,0,0,4362796
BROOKLYN,0,0,4365068
MANHATTAN,1,0,4363138
MANHATTAN,0,0,4362779
BROOKLYN,1,0,4362667
MANHATTAN,1,0,4363715
BROOKLYN,1,0,4363018
BROOKLYN,0,0,4363041
BROOKLYN,1,0,4362469
MANHATTAN,1,0,4362653
QUEENS,2,0,4362565
BRONX,0,0,4363331
BROOKLYN,0,0,4363275
MANHATTAN,0,0,4362646
BROOKLYN,0,0,4363067
BROOKLYN,0,0,4363813
BROOKLYN,0,0,4363030
BROOKLYN,0,0,4363066
BROOKLYN,1,0,4362665
BROOKLYN,0,0,4362947
BROOKLYN,0,0,4362707
QUEENS,0,0,4362625
QUEENS,0,0,4362564
QUEENS,0,0,4362589
MANHATTAN,0,0,4362793
MANHATTAN,1,0,4363126
STATEN ISLAND,0,0,4363800
MANHATTAN,0,0,4362486
MANHATTAN,0,0,4364629
BROOKLYN,0,0,4362619
BROOKLYN,0,0,4362499
BRONX,0,0,4362801
QUEENS,0,0,4362962
BRONX,1,0,4362910
MANHATTAN,0,0,4363134
BRONX,0,0,4362642
BRONX,0,0,4362603
BROOKLYN,1,0,4363009
MANHATTAN,1,0,4363463
BRONX,0,0,4362900
MANHATTAN,0,0,4363002
BROOKLYN,1,0,4362498
BRONX,1,0,4362730
QUEENS,0,0,4362899
BROOKLYN,0,0,4362685
BROOKLYN,0,0,4362979
MANHATTAN,0,0,4362749
QUEENS,1,0,4365830
BROOKLYN,1,0,4362713
BROOKLYN,0,0,4362878
BROOKLYN,1,0,4362769
BROOKLYN,1,0,4362942
QUEENS,0,0,4362795
BROOKLYN,0,0,4363727
BROOKLYN,0,0,4363370
BRONX,0,0,4364426
MANHATTAN,0,0,4363121
QUEENS,0,0,4363283
QUEENS,0,0,4362814
BROOKLYN,1,0,4363017
BROOKLYN,0,0,4362747
MANHATTAN,1,0,4363436
QUEENS,0,0,4362810
BRONX,0,0,4362752
BRONX,0,0,4362727
BRONX,3,0,4362574
BROOKLYN,0,0,4366312
MANHATTAN,1,0,4363140
QUEENS,0,0,4362615
BROOKLYN,0,0,4362774
BRONX,0,0,4362736
BRONX,0,0,4363552
BROOKLYN,0,0,4379983
BRONX,0,0,4364124
STATEN ISLAND,0,0,4363397
STATEN ISLAND,0,0,4362695
MANHATTAN,0,0,4364098
BRONX,0,0,4362605
MANHATTAN,1,0,4363117
BRONX,1,0,4363205
QUEENS,0,0,4363112
BROOKLYN,0,0,4362714
BROOKLYN,0,0,4363016
MANHATTAN,0,0,4362693
MANHATTAN,0,0,4364707
QUEENS,0,0,4362553
BROOKLYN,0,0,4363375
QUEENS,0,0,4363151
BRONX,0,0,4362808
QUEENS,0,0,4364409
BROOKLYN,0,0,4363440
BROOKLYN,1,0,4363265
BRONX,0,0,4362985
QUEENS,0,0,4364514
MANHATTAN,0,0,4364161
BRONX,1,0,4362741
MANHATTAN,1,0,4363115
BRONX,0,0,4362908
QUEENS,0,0,4362811
BRONX,1,0,4362902
QUEENS,0,0,4362578
BRONX,0,0,4362924
BRONX,1,0,4363200
QUEENS,0,0,4362650
QUEENS,1,0,4362966
BRONX,1,0,4363323
MANHATTAN,0,0,4362766
BRONX,1,0,4363322
BROOKLYN,0,0,4363239
BROOKLYN,0,0,4362539
BROOKLYN,0,0,4363078
BROOKLYN,0,0,4362517
BRONX,1,0,4362485
QUEENS,0,0,4362410
BROOKLYN,0,0,4362991
BRONX,0,0,4363328
MANHATTAN,1,0,4363199
QUEENS,0,0,4363154
BROOKLYN,0,0,4366645
MANHATTAN,0,0,4362617
QUEENS,0,0,4362702
QUEENS,0,0,4362787
QUEENS,0,0,4363558
BROOKLYN,0,0,4363245
QUEENS,0,0,4363751
BROOKLYN,0,0,4363415
BRONX,0,0,4363334
BRONX,0,0,4362920
STATEN ISLAND,0,0,4363387
MANHATTAN,0,0,4364068
BROOKLYN,1,0,4363056
QUEENS,0,0,4365419
QUEENS,0,0,4363586
STATEN ISLAND,0,0,4362855
BROOKLYN,0,0,4363307
BROOKLYN,0,0,4362863
BROOKLYN,0,0,4363379
BRONX,0,0,4365026
MANHATTAN,0,0,4364305
BRONX,0,0,4363148
QUEENS,0,0,4363573
BROOKLYN,0,0,4362943
QUEENS,0,0,4362772
BROOKLYN,1,0,4363510
STATEN ISLAND,0,0,4362865
QUEENS,1,0,4362880
QUEENS,0,0,4362882
QUEENS,0,0,4363160
BROOKLYN,0,0,4363351
BRONX,0,0,4363629
BROOKLYN,1,0,4362786
BROOKLYN,1,0,4362874
QUEENS,0,0,4363157
BROOKLYN,0,0,4362827
BROOKLYN,0,0,4363222
QUEENS,0,0,4363587
BRONX,0,0,4363313
STATEN ISLAND,0,0,4364863
QUEENS,0,0,4362763
BROOKLYN,1,0,4363240
QUEENS,0,0,4362850
QUEENS,0,0,4363281
BROOKLYN,0,0,4362884
MANHATTAN,1,0,4363033
QUEENS,0,0,4362812
QUEENS,0,0,4362886
STATEN ISLAND,0,0,4363385
MANHATTAN,0,0,4367390
BROOKLYN,0,0,4363015
BROOKLYN,0,0,4363658
BROOKLYN,2,0,4363047
BRONX,0,0,4362901
QUEENS,1,0,4362983
BROOKLYN,0,0,4363061
BRONX,1,0,4363337
MANHATTAN,0,0,4362867
QUEENS,0,0,4362758
BRONX,0,0,4362923
QUEENS,0,0,4363557
QUEENS,0,0,4362828
QUEENS,0,0,4372140
BROOKLYN,1,0,4362816
MANHATTAN,0,0,4364038
QUEENS,0,0,4363739
BRONX,0,0,4366643
QUEENS,0,0,4364026
BROOKLYN,0,0,4363063
BRONX,0,0,4363324
BRONX,0,0,4363484
QUEENS,0,0,4364111
BRONX,0,0,4363488
QUEENS,0,0,4362883
BROOKLYN,0,0,4363050
QUEENS,0,0,4364490
BROOKLYN,1,0,4364919
BRONX,0,0,4364483
BRONX,2,0,4362916
BROOKLYN,0,0,4363194
BRONX,0,0,4362782
BRONX,0,0,4364174
QUEENS,0,0,4366569
BRONX,0,0,4362972
MANHATTAN,1,0,4363028
BROOKLYN,0,0,4363343
STATEN ISLAND,1,0,4363386
BRONX,0,0,4362921
QUEENS,0,0,4362872
BRONX,1,0,4364737
BROOKLYN,0,0,4362930
BROOKLYN,0,0,4362834
MANHATTAN,0,0,4362825
QUEENS,3,0,4364913
MANHATTAN,1,0,4363719
QUEENS,0,0,4362851
STATEN ISLAND,0,0,4363775
BROOKLYN,0,0,4363303
MANHATTAN,2,0,4362836
QUEENS,0,0,4362951
MANHATTAN,0,0,4364225
BROOKLYN,0,0,4363108
QUEENS,0,0,4363566
BROOKLYN,0,0,4362931
QUEENS,0,0,4363284
BRONX,1,0,4363846
BROOKLYN,0,0,4363064
BROOKLYN,0,0,4363611
BRONX,0,0,4362990
BRONX,0,0,4362739
BROOKLYN,0,0,4363235
MANHATTAN,0,0,4373818
BRONX,1,0,4363931
BRONX,0,0,4363210
BROOKLYN,0,0,4362891
QUEENS,1,0,4363571
BRONX,0,0,4362911
MANHATTAN,0,0,4363546
BRONX,2,0,4362992
BROOKLYN,1,0,4363182
MANHATTAN,2,0,4363217
QUEENS,0,0,4365857
BROOKLYN,0,0,4373453
QUEENS,0,0,4362977
BRONX,0,0,4363547
BRONX,0,0,4363471
BRONX,0,0,4362809
MANHATTAN,0,0,4363441
QUEENS,0,0,4363158
QUEENS,5,0,4363559
QUEENS,0,0,4364491
BROOKLYN,0,0,4363317
BRONX,0,0,4363326
MANHATTAN,0,0,4363125
BROOKLYN,0,0,4364326
QUEENS,1,0,4363155
BROOKLYN,0,0,4363049
BRONX,0,0,4362751
BRONX,0,0,4364475
BROOKLYN,1,0,4363012
QUEENS,0,0,4363170
QUEENS,2,0,4362832
BRONX,0,0,4363000
QUEENS,0,0,4362804
MANHATTAN,0,0,4362864
BRONX,1,0,4363358
BROOKLYN,0,0,4362767
QUEENS,1,0,4363589
BROOKLYN,3,0,4363360
QUEENS,1,0,4363662
QUEENS,1,0,4363959
BROOKLYN,1,0,4363253
BROOKLYN,0,0,4363035
BROOKLYN,1,0,4363227
BROOKLYN,2,0,4363306
BROOKLYN,0,0,4362904
BRONX,2,0,4362999
MANHATTAN,0,0,4363136
BROOKLYN,2,0,4363249
QUEENS,0,0,4362959
QUEENS,0,0,4363642
MANHATTAN,0,0,4364390
QUEENS,1,0,4362896
BROOKLYN,1,0,4362783
BRONX,0,0,4362905
MANHATTAN,1,0,4362994
BRONX,0,0,4362919
BRONX,0,0,4362800
STATEN ISLAND,1,0,4362866
BROOKLYN,0,0,4363345
BROOKLYN,0,0,4363411
MANHATTAN,1,0,4363479
BRONX,0,0,4362926
QUEENS,2,0,4362829
MANHATTAN,0,0,4363261
QUEENS,0,0,4362875
BRONX,0,0,4363336
BRONX,0,0,4363475
QUEENS,1,0,4363677
BROOKLYN,0,0,4363290
BRONX,0,0,4363466
QUEENS,0,0,4362848
BROOKLYN,0,0,4362898
QUEENS,0,0,4362824
MANHATTAN,1,0,4364133
QUEENS,0,0,4362881
BROOKLYN,1,0,4362789
QUEENS,0,0,4362885
BROOKLYN,0,0,4364141
BROOKLYN,0,0,4365393
QUEENS,1,0,4364107
STATEN ISLAND,1,0,4364864
BROOKLYN,1,0,4362784
BROOKLYN,1,0,4362933
QUEENS,1,0,4362803
BROOKLYN,1,0,4363238
QUEENS,0,0,4362876
BROOKLYN,0,0,4363039
BRONX,0,0,4362917
BROOKLYN,2,0,4362815
QUEENS,0,0,4363080
BRONX,0,0,4363368
BROOKLYN,0,0,4362980
BROOKLYN,1,0,4363051
STATEN ISLAND,2,0,4367178
BROOKLYN,0,0,4365298
BROOKLYN,1,0,4365442
QUEENS,1,0,4362961
BROOKLYN,1,0,4363409
BROOKLYN,0,0,4363602
BRONX,0,0,4363937
BRONX,0,0,4362737
MANHATTAN,1,0,4363190
BROOKLYN,0,0,4363505
BRONX,0,0,4362862
QUEENS,0,0,4363163
MANHATTAN,0,0,4363223
QUEENS,1,0,4363279
BRONX,0,0,4362998
STATEN ISLAND,0,0,4363407
MANHATTAN,0,0,4364538
QUEENS,1,0,4363161
BROOKLYN,1,0,4363267
QUEENS,0,0,4363416
BROOKLYN,2,0,4362945
QUEENS,0,0,4363577
MANHATTAN,0,0,4363603
QUEENS,0,0,4363576
MANHATTAN,3,0,4364364
MANHATTAN,1,0,4363438
BROOKLYN,0,0,4363232
BRONX,1,0,4363917
BRONX,1,0,4365291
MANHATTAN,0,0,4364273
BROOKLYN,2,0,4363097
MANHATTAN,0,0,4362967
MANHATTAN,1,0,4363038
BROOKLYN,0,0,4368155
QUEENS,0,0,4363568
MANHATTAN,1,0,4363464
BROOKLYN,1,0,4363309
BROOKLYN,0,0,4363378
QUEENS,1,0,4363958
BROOKLYN,0,0,4363300
BRONX,0,0,4363584
BRONX,0,0,4363218
QUEENS,1,0,4363314
BRONX,0,0,4363776
BRONX,1,0,4364563
BROOKLYN,1,0,4365203
BRONX,0,0,4364181
BROOKLYN,0,0,4363654
BROOKLYN,0,0,4363514
BROOKLYN,1,0,4363065
STATEN ISLAND,2,0,4363778
BROOKLYN,0,0,4363269
BROOKLYN,0,0,4363186
BRONX,0,0,4363465
MANHATTAN,0,0,4363709
BROOKLYN,0,0,4363659
STATEN ISLAND,1,0,4363392
QUEENS,0,0,4363180
BRONX,0,0,4363935
BROOKLYN,1,0,4363183
MANHATTAN,0,0,4363135
BROOKLYN,0,0,4363219
BRONX,1,0,4363346
BRONX,0,0,4363359
MANHATTAN,0,0,4363132
QUEENS,0,0,4363567
QUEENS,1,0,4363619
QUEENS,0,0,4363975
BROOKLYN,0,0,4363250
QUEENS,0,0,4366114
QUEENS,0,0,4363570
BROOKLYN,0,0,4363372
QUEENS,1,0,4363835
BROOKLYN,0,0,4363911
BROOKLYN,1,0,4363308
STATEN ISLAND,0,0,4363389
QUEENS,1,0,4363572
BROOKLYN,0,0,4362854
BROOKLYN,0,0,4364145
BROOKLYN,0,0,4363189
QUEENS,0,0,4363010
BROOKLYN,0,0,4363277
BRONX,3,0,4363783
BRONX,0,0,4363301
QUEENS,0,0,4363590
MANHATTAN,0,0,4363204
BROOKLYN,0,0,4363096
BRONX,0,0,4363356
QUEENS,0,0,4363280
QUEENS,1,0,4363451
BROOKLYN,0,0,4363353
BROOKLYN,0,0,4363857
BRONX,1,0,4364147
BRONX,0,0,4363486
MANHATTAN,0,0,4363255
STATEN ISLAND,0,0,4363396
MANHATTAN,0,1,4363262
QUEENS,0,0,4363871
STATEN ISLAND,0,0,4363787
BROOKLYN,0,0,4363299
QUEENS,0,0,4363515
QUEENS,1,0,4363643
STATEN ISLAND,0,0,4366436
STATEN ISLAND,0,0,4363408
MANHATTAN,1,0,4364062
MANHATTAN,0,0,4364202
MANHATTAN,2,0,4363257
BROOKLYN,7,0,4363504
QUEENS,2,0,4363560
BROOKLYN,1,0,4363266
BRONX,0,0,4363001
BRONX,0,0,4363339
BRONX,0,0,4363338
QUEENS,0,0,4363649
QUEENS,0,0,4362897
MANHATTAN,0,0,4363278
BROOKLYN,1,0,4363287
QUEENS,0,0,4363833
BRONX,0,0,4363100
QUEENS,2,0,4363758
QUEENS,0,0,4364101
MANHATTAN,1,0,4371142
QUEENS,0,0,4363156
BRONX,1,0,4362974
BROOKLYN,0,0,4364199
BROOKLYN,0,0,4362932
QUEENS,0,0,4366231
BRONX,2,0,4363352
BROOKLYN,0,0,4363288
BROOKLYN,0,0,4363364
QUEENS,0,0,4363187
MANHATTAN,0,0,4363460
MANHATTAN,0,0,4363711
BROOKLYN,1,0,4363304
QUEENS,0,0,4364100
QUEENS,0,0,4363591
MANHATTAN,1,0,4363131
QUEENS,0,0,4363772
BROOKLYN,0,0,4363406
QUEENS,0,0,4363225
QUEENS,0,0,4363757
MANHATTAN,0,0,4364116
BROOKLYN,0,0,4364218
BROOKLYN,0,0,4363644
BRONX,0,0,4363071
BRONX,1,0,4366146
QUEENS,0,0,4363578
BRONX,0,0,4363340
MANHATTAN,0,0,4364162
BROOKLYN,0,0,4362944
BRONX,1,0,4363583
QUEENS,1,0,4363179
BRONX,0,0,4363630
QUEENS,0,0,4363767
BROOKLYN,0,0,4363506
BRONX,1,0,4364433
BRONX,0,0,4362975
BROOKLYN,1,0,4363380
QUEENS,0,0,4363819
BRONX,0,0,4363551
BRONX,1,0,4363231
MANHATTAN,0,0,4363381
MANHATTAN,0,0,4364873
QUEENS,0,0,4363311
QUEENS,0,0,4363722
BRONX,0,0,4363936
QUEENS,1,0,4363092
BRONX,0,0,4364718
BROOKLYN,1,0,4363714
STATEN ISLAND,0,0,4364866
BROOKLYN,1,0,4363150
QUEENS,0,0,4363450
MANHATTAN,0,0,4368141
MANHATTAN,0,0,4364487
QUEENS,0,0,4363579
STATEN ISLAND,0,0,4363789
